,ADQ1,ADQ101,ADQ102,ADQ103,ADQ2,ADQ3,ADQ4,ADQ5,ADQ7,ADQ8A1,ADQ8A2,ADQ8A3,ADQ8A4,ADQ8A5,ADQ8A6,ADQ8A7,ADQ8A8,ADQ9,Q1A1,Q1A2,Q21A1,Q21A2,Q21A7,Q22A3,Q2A11,Q2A12,Q2A2,Q5A5,Q8A1,Q8A3,Q8A4,Q8B1,Q8B3,Q8B4,Q9A1,Q9B1,Q32A01,Q32A02,Q32A03,Q32A04,Q32A05,Q32A06,Q32A07,Q32A08,Q32A09,Q32A10,Q32A11,Q32A12,Q32A13,Q32A14,Q32A15,Q32A16,Q32A17,Q32A18,Q32A19,Q32A20,Q32A21,Q32A22,년도
116,55,1,1,1,1,3,4,1,2,1.0,3.0,,,,,,,10,1,1,3,4,3,2,1,,2,3,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
117,55,3,1,1,1,3,4,1,2,1.0,3.0,,,,,,,10,1,2,3,3,3,3,1,,2,3,4.0,2.0,1.0,4.0,4.0,1.0,2.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
118,55,1,1,1,1,8,4,1,3,1.0,3.0,,,,,,,9,1,1,3,2,4,3,1,,2,3,3.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,16.0,17.0,,,,,,,,,,,,,,,,,,,,,2019
119,55,1,1,1,2,5,3,1,2,1.0,3.0,,,,,,,10,1,1,3,3,3,3,1,,1,4,3.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
120,55,4,1,1,2,5,3,1,2,1.0,3.0,,,,,,,9,1,1,4,4,4,3,1,,2,3,1.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,5.0,6.0,9.0,11.0,12.0,,,,,,,,,,,,,,,,,,2019
121,55,1,1,1,1,4,3,1,2,1.0,3.0,,,,,,,9,1,1,3,3,4,3,1,,1,4,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
122,55,4,1,1,2,5,4,1,2,1.0,3.0,,,,,,,9,1,1,3,3,4,4,1,,2,3,4.0,2.0,1.0,4.0,3.0,1.0,4.0,4.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,2019
123,55,*,1,1,*,*,4,1,2,1.0,3.0,,,,,,,11,1,1,3,3,2,2,1,,2,3,3.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,5.0,15.0,20.0,,,,,,,,,,,,,,,,,,,,2019
124,55,*,1,2,*,*,4,1,2,1.0,3.0,,,,,,,9,1,2,3,2,3,2,1,,2,4,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
125,55,1,1,1,2,4,4,1,3,1.0,3.0,,,,,,,9,1,1,2,3,3,3,1,,1,3,1.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,14.0,,,,,,,,,,,,,,,,,,,,,,2019
126,55,1,1,1,1,4,4,1,2,1.0,3.0,,,,,,,10,1,1,2,3,3,3,1,,1,4,4.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,2019
127,55,16,1,1,1,8,4,1,2,1.0,3.0,,,,,,,11,1,1,3,3,3,3,1,,2,4,3.0,3.0,2.0,4.0,3.0,1.0,2.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
128,55,16,1,1,2,4,3,1,1,1.0,3.0,,,,,,,10,2,1,2,3,3,2,1,,2,4,3.0,2.0,1.0,4.0,3.0,3.0,1.0,2.0,14.0,,,,,,,,,,,,,,,,,,,,,,2019
129,55,1,1,1,1,3,4,1,1,1.0,3.0,,,,,,,11,1,1,4,4,3,2,1,,2,4,4.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
130,55,1,1,1,1,1,4,1,2,1.0,3.0,,,,,,,11,1,1,3,3,3,3,1,,2,4,4.0,3.0,2.0,4.0,4.0,3.0,3.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
131,55,1,1,1,1,4,3,1,2,1.0,3.0,,,,,,,10,1,1,3,2,3,3,1,,2,3,3.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,10.0,13.0,,,,,,,,,,,,,,,,,,,,,2019
132,55,15,1,2,2,4,3,1,2,1.0,,,,,,,,9,1,1,3,3,4,3,1,,2,4,4.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
133,55,1,1,1,1,4,3,1,2,1.0,3.0,,,,,,,11,1,1,3,3,3,3,1,,1,3,3.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
134,55,5,1,1,1,7,3,2,1,1.0,3.0,,,,,,,9,1,2,3,3,2,2,1,,2,4,4.0,3.0,1.0,4.0,2.0,1.0,1.0,4.0,4.0,5.0,10.0,13.0,,,,,,,,,,,,,,,,,,,2019
135,55,1,1,1,1,3,4,1,2,1.0,3.0,,,,,,,11,1,1,3,2,3,2,1,,1,4,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,17.0,19.0,,,,,,,,,,,,,,,,,,,,,2019
136,55,*,1,1,*,*,3,1,3,3.0,,,,,,,,8,1,1,3,3,2,2,3,,1,2,,,,,,,,,2.0,11.0,12.0,14.0,,,,,,,,,,,,,,,,,,,2019
137,55,14,2,2,2,11,3,1,2,1.0,3.0,,,,,,,2,1,2,2,3,3,3,2,,2,1,,,,,,,,,1.0,6.0,7.0,8.0,,,,,,,,,,,,,,,,,,,2019
138,55,16,1,1,2,4,3,1,1,1.0,3.0,,,,,,,10,2,2,3,2,1,1,3,,2,2,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
139,56,16,1,1,1,4,3,1,1,1.0,,,,,,,,4,1,2,3,2,3,3,1,,2,2,1.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,2019
140,56,12,2,2,1,6,3,1,1,1.0,3.0,,,,,,,4,1,2,3,4,2,3,1,,2,2,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
141,56,16,1,2,1,7,3,1,1,1.0,,,,,,,,4,1,2,3,3,3,3,1,,2,3,2.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
142,56,12,1,2,2,4,2,2,1,1.0,,,,,,,,7,1,2,2,2,2,2,1,,2,3,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,2019
143,56,14,2,2,1,6,3,1,1,1.0,3.0,,,,,,,7,1,2,3,3,4,3,1,,2,2,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,2019
144,56,17,1,1,1,5,4,1,3,1.0,,,,,,,,8,1,2,2,2,2,2,1,,2,3,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
145,56,10,1,1,1,14,4,1,2,1.0,3.0,,,,,,,7,1,1,3,2,3,3,1,,2,2,4.0,4.0,2.0,4.0,4.0,2.0,1.0,3.0,1.0,2.0,6.0,7.0,13.0,14.0,15.0,19.0,20.0,,,,,,,,,,,,,,2019
146,56,12,1,2,2,4,3,2,1,1.0,,,,,,,,7,1,2,2,2,2,2,1,,2,3,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,18.0,,,,,,,,,,,,,,,,,,,,,2019
147,56,16,1,2,2,4,2,1,2,1.0,,,,,,,,7,1,2,1,3,3,2,1,,2,3,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,6.0,10.0,,,,,,,,,,,,,,,,,,,,2019
148,56,9,1,2,2,11,3,1,2,1.0,2.0,,,,,,,7,1,2,3,3,3,3,1,,2,2,1.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
149,56,9,1,2,1,7,3,1,1,1.0,3.0,,,,,,,8,1,2,3,2,3,2,1,,2,2,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
150,56,4,1,1,2,5,3,1,2,1.0,3.0,,,,,,,8,1,2,2,2,3,1,1,,1,2,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,6.0,7.0,8.0,9.0,10.0,,,,,,,,,,,,,,,,,,2019
151,56,9,1,1,2,4,3,1,2,1.0,3.0,,,,,,,7,1,1,3,2,2,3,1,,1,3,2.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
152,56,9,1,1,2,11,3,1,3,1.0,3.0,,,,,,,8,1,2,3,4,3,3,1,,2,3,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
153,56,2,1,1,1,5,3,1,2,1.0,3.0,,,,,,,7,1,2,3,3,3,3,1,,2,3,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,2019
154,56,12,1,1,2,4,3,1,2,1.0,3.0,,,,,,,8,1,2,3,3,3,3,1,,2,2,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,10.0,11.0,14.0,20.0,,,,,,,,,,,,,,,,,,2019
155,56,3,1,1,2,5,3,1,2,1.0,,,,,,,,7,1,2,3,3,4,3,1,,2,3,2.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
156,56,2,1,1,2,11,3,1,2,1.0,3.0,,,,,,,7,1,1,3,3,3,4,1,,2,3,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,14.0,,,,,,,,,,,,,,,,,,,,2019
157,56,10,1,1,2,11,3,1,2,1.0,,,,,,,,7,1,2,3,3,3,3,1,,2,3,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
158,56,2,1,1,2,11,3,1,2,1.0,3.0,,,,,,,8,1,1,3,3,3,3,1,,2,2,3.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,9.0,12.0,,,,,,,,,,,,,,,,,,,,,2019
159,56,9,1,2,2,5,3,1,1,1.0,3.0,,,,,,,8,1,2,2,3,3,3,1,,2,2,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,2019
160,56,*,1,1,*,*,3,1,2,1.0,3.0,,,,,,,8,1,2,3,2,3,2,1,,2,2,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,2019
161,56,15,2,2,1,4,3,1,3,1.0,,,,,,,,7,1,2,3,3,4,3,1,,2,3,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,6.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,2019
162,56,9,1,1,2,5,3,1,2,1.0,3.0,,,,,,,8,1,1,2,3,3,2,1,,2,2,2.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
163,56,16,1,1,2,11,3,1,1,1.0,3.0,,,,,,,7,1,2,2,3,3,3,1,,2,4,1.0,1.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,10.0,14.0,,,,,,,,,,,,,,,,,,,2019
164,56,13,1,1,2,4,3,1,2,1.0,,,,,,,,8,1,1,2,2,3,4,1,,1,4,2.0,1.0,1.0,4.0,4.0,4.0,2.0,4.0,5.0,15.0,19.0,,,,,,,,,,,,,,,,,,,,2019
165,56,15,1,1,2,11,3,1,2,1.0,3.0,,,,,,,8,1,2,3,2,3,3,1,,2,4,3.0,1.0,1.0,4.0,4.0,1.0,2.0,4.0,13.0,,,,,,,,,,,,,,,,,,,,,,2019
166,56,9,1,1,2,5,4,1,3,1.0,3.0,,,,,,,8,1,2,3,2,4,3,1,,1,3,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,7.0,8.0,17.0,,,,,,,,,,,,,,,,,,,,2019
167,56,3,1,1,2,4,3,1,2,1.0,3.0,,,,,,,8,1,2,3,1,3,2,1,,2,3,3.0,2.0,1.0,4.0,4.0,1.0,2.0,4.0,14.0,,,,,,,,,,,,,,,,,,,,,,2019
168,56,3,1,1,2,5,3,1,1,1.0,,,,,,,,7,2,1,4,3,3,4,1,,2,3,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
169,56,9,1,1,2,7,2,2,2,1.0,3.0,,,,,,,7,1,1,2,3,3,3,1,,1,3,3.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
170,56,1,1,1,2,4,3,1,2,1.0,,,,,,,,8,1,2,3,2,3,2,1,,2,3,3.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,12.0,,,,,,,,,,,,,,,,,,,,,2019
171,56,2,1,1,2,11,3,1,1,1.0,3.0,,,,,,,8,1,2,3,3,3,3,1,,2,2,3.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
172,56,3,1,1,2,11,3,1,2,1.0,3.0,,,,,,,8,1,1,3,3,3,3,1,,2,4,2.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
173,56,*,2,2,*,*,4,1,1,1.0,3.0,,,,,,,8,1,2,3,2,3,3,1,,1,4,4.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,14.0,,,,,,,,,,,,,,,,,,,,,,2019
174,56,9,1,1,1,4,3,1,2,1.0,3.0,,,,,,,8,1,1,3,3,3,4,1,,2,3,4.0,2.0,1.0,4.0,3.0,2.0,4.0,4.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
175,56,3,1,1,1,3,4,1,2,1.0,3.0,4.0,,,,,,8,2,1,3,4,3,2,1,,1,4,4.0,3.0,1.0,4.0,4.0,1.0,1.0,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,2019
176,56,3,1,1,2,4,3,1,1,1.0,,,,,,,,6,1,2,2,2,2,2,1,,2,3,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
177,56,7,1,2,2,11,3,1,1,1.0,,,,,,,,5,1,2,3,3,3,2,1,,2,2,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
178,56,3,1,1,1,5,3,1,2,1.0,,,,,,,,5,1,2,3,3,4,3,1,,2,3,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,6.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,2019
179,56,13,2,2,2,4,3,1,2,1.0,3.0,,,,,,,6,1,2,3,3,3,3,1,,2,3,1.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
180,56,9,1,2,2,11,3,1,1,1.0,,,,,,,,5,1,1,3,3,3,3,1,,2,3,2.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
181,56,9,1,1,2,11,3,1,2,1.0,3.0,,,,,,,6,2,1,3,2,3,4,1,,1,2,1.0,1.0,1.0,4.0,3.0,4.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
182,56,9,1,1,1,5,3,1,3,,,,,,,,,6,1,2,3,3,3,3,1,,2,3,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
183,56,11,1,1,2,11,3,1,2,1.0,3.0,,,,,,,6,1,1,3,3,3,3,1,,2,2,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,5.0,7.0,10.0,12.0,13.0,,,,,,,,,,,,,,,,2019
184,56,3,1,1,1,5,4,1,2,1.0,3.0,,,,,,,6,1,1,3,3,3,3,1,,1,3,3.0,4.0,1.0,4.0,4.0,1.0,2.0,3.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,2019
185,56,16,1,1,1,4,3,1,1,4.0,,,,,,,,6,1,2,3,2,3,3,1,,2,4,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,14.0,,,,,,,,,,,,,,,,,,,,,2019
186,56,1,1,1,1,5,3,1,1,1.0,3.0,,,,,,,10,1,2,3,3,2,3,1,,2,3,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,6.0,7.0,8.0,11.0,15.0,17.0,,,,,,,,,,,,,,,,,2019
187,56,1,1,1,1,5,3,1,2,1.0,3.0,,,,,,,9,1,2,3,3,3,3,1,,2,2,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
188,56,16,1,2,1,5,3,1,2,1.0,3.0,,,,,,,9,1,2,2,2,2,3,1,,2,1,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,12.0,,,,,,,,,,,,,,,,,,,,,,2019
189,56,9,1,1,2,11,3,1,2,1.0,3.0,,,,,,,11,1,2,3,2,2,2,1,,2,2,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,6.0,12.0,13.0,,,,,,,,,,,,,,,,,,,,2019
190,56,9,1,2,2,5,2,1,4,,,,,,,,,9,1,2,3,2,2,2,1,,2,2,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
191,56,2,1,1,1,5,3,1,3,1.0,3.0,,,,,,,9,1,2,2,2,2,2,1,,2,2,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
192,56,9,1,2,2,5,3,1,1,1.0,3.0,4.0,,,,,,9,1,2,2,3,3,3,1,,2,3,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,6.0,7.0,9.0,,,,,,,,,,,,,,,,,,,,2019
193,56,16,1,2,2,11,3,1,2,1.0,3.0,,,,,,,9,1,2,2,3,2,2,1,,2,2,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
194,56,13,2,2,2,11,3,1,1,1.0,3.0,,,,,,,9,1,2,3,2,4,4,1,,2,1,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,3.0,8.0,14.0,,,,,,,,,,,,,,,,,,,,2019
195,56,*,1,1,*,*,3,1,2,1.0,3.0,,,,,,,10,1,2,2,2,3,3,1,,2,3,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,2019
196,56,9,1,1,2,11,3,2,2,1.0,3.0,,,,,,,9,1,1,3,3,3,2,1,,1,3,2.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
197,56,2,1,1,2,5,3,1,1,1.0,3.0,,,,,,,11,2,1,3,3,3,3,1,,2,3,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,2019
198,56,9,1,1,2,5,3,1,2,1.0,3.0,,,,,,,11,1,2,3,2,3,2,1,,2,3,3.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,6.0,8.0,9.0,,,,,,,,,,,,,,,,,,,2019
199,56,7,1,2,1,7,3,1,1,1.0,3.0,,,,,,,9,1,2,3,2,3,3,1,,2,4,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
200,56,1,1,1,2,11,3,1,3,1.0,3.0,,,,,,,9,1,2,3,3,3,4,1,,2,3,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,2019
201,56,9,1,2,2,4,3,1,3,1.0,3.0,,,,,,,9,1,2,2,2,2,2,1,,2,2,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
202,56,*,1,1,*,*,4,1,2,1.0,3.0,,,,,,,11,1,1,4,3,3,3,1,,1,3,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,2019
203,56,12,1,1,2,4,3,1,2,1.0,3.0,,,,,,,11,1,2,3,2,2,3,1,,2,2,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
204,56,9,1,1,1,8,3,1,2,1.0,3.0,4.0,,,,,,11,2,1,2,2,3,2,1,,1,3,1.0,1.0,1.0,4.0,2.0,2.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
205,56,9,1,1,2,4,3,1,2,1.0,3.0,,,,,,,9,1,2,3,3,3,3,1,,2,3,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
206,56,16,1,1,2,4,3,1,3,1.0,3.0,,,,,,,9,1,2,3,3,3,3,1,,2,3,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
207,56,1,1,1,1,5,3,1,2,1.0,3.0,,,,,,,10,1,2,3,4,3,4,1,,2,3,3.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
208,56,9,1,1,1,5,3,1,2,1.0,3.0,,,,,,,10,1,1,2,2,3,3,1,,2,2,3.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
209,56,9,1,1,2,5,3,1,2,1.0,3.0,,,,,,,10,1,1,3,2,2,2,1,,2,3,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
210,56,9,1,1,1,7,3,1,2,1.0,3.0,,,,,,,10,1,2,2,3,2,2,1,,2,2,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,11.0,12.0,14.0,,,,,,,,,,,,,,,,,2019
211,56,14,2,2,2,5,3,1,1,1.0,3.0,,,,,,,9,1,1,3,3,3,3,1,,1,2,3.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,6.0,7.0,8.0,14.0,15.0,,,,,,,,,,,,,,,,2019
212,56,1,1,1,2,5,3,1,2,1.0,3.0,,,,,,,10,1,1,3,4,4,4,1,,1,3,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,2019
213,56,3,1,1,2,4,3,1,1,1.0,3.0,,,,,,,9,1,1,3,3,4,3,1,,2,2,1.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,2019
214,56,9,1,1,1,4,3,1,1,1.0,3.0,,,,,,,9,1,1,3,4,3,3,1,,2,3,3.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
215,56,1,1,1,1,3,4,1,1,1.0,3.0,,,,,,,10,2,1,3,2,2,3,1,,2,3,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,8.0,14.0,,,,,,,,,,,,,,,,,,,,2019
216,56,*,1,2,*,*,3,1,1,1.0,3.0,,,,,,,9,1,1,3,4,2,2,1,,2,2,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
217,56,1,1,1,2,11,3,1,2,1.0,3.0,6.0,,,,,,11,1,2,3,3,2,3,1,,1,3,1.0,1.0,1.0,4.0,2.0,4.0,1.0,4.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
218,56,16,1,2,1,4,3,1,1,1.0,3.0,,,,,,,10,1,2,3,3,3,3,1,,2,3,2.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
219,56,6,1,1,2,4,3,1,1,1.0,3.0,,,,,,,9,1,1,3,3,3,3,1,,2,3,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,6.0,9.0,14.0,,,,,,,,,,,,,,,,,,,,2019
220,56,9,1,1,2,11,3,1,2,1.0,3.0,,,,,,,9,1,1,3,1,2,2,1,,2,3,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
221,56,4,1,1,2,5,3,1,2,1.0,3.0,,,,,,,9,1,1,3,2,3,3,1,,2,2,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,13.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,2019
222,56,1,1,1,2,4,3,1,1,1.0,3.0,,,,,,,10,1,2,3,3,3,3,1,,2,3,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
223,56,9,1,1,2,11,3,1,2,1.0,3.0,,,,,,,10,2,1,3,4,4,4,1,,2,2,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
224,56,9,1,1,2,5,3,1,4,1.0,3.0,,,,,,,10,1,1,2,3,3,4,1,,1,3,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
225,56,9,1,1,1,7,3,1,2,1.0,3.0,,,,,,,10,1,1,3,3,3,3,1,,2,3,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
226,56,1,1,1,2,4,3,1,1,1.0,3.0,,,,,,,9,1,2,3,2,3,3,1,,2,3,4.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
227,56,1,1,1,2,5,3,1,2,1.0,3.0,,,,,,,10,1,1,3,4,3,3,1,,1,2,4.0,2.0,3.0,4.0,1.0,1.0,3.0,4.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
228,56,4,1,1,2,11,3,1,2,1.0,3.0,,,,,,,11,1,1,3,2,2,2,1,,2,2,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
229,56,9,1,1,2,11,3,1,2,1.0,3.0,,,,,,,11,1,1,2,3,2,2,1,,1,3,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,2019
230,56,1,1,1,2,4,3,1,3,1.0,3.0,,,,,,,10,1,1,3,2,4,3,1,,2,3,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,2019
231,56,3,1,1,2,5,3,1,2,1.0,3.0,,,,,,,9,1,1,3,4,3,4,1,,2,2,4.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
232,56,1,1,1,2,11,4,1,3,1.0,3.0,,,,,,,11,1,1,3,3,3,2,1,,1,3,2.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,7.0,10.0,,,,,,,,,,,,,,,,,,,,2019
